,holiday,workingday,temp,atemp,humidity,windspeed,casual,registered,count,day,month,year,hour,weather_1,weather_2,weather_3,weather_4,season_1,season_2,season_3,season_4
19,0,0,17.22,21.21,88,16.9979,6,31,37,5,1,2011,19,False,False,True,False,True,False,False,False
20,0,0,16.4,20.455,87,16.9979,11,25,36,5,1,2011,20,False,True,False,False,True,False,False,False
21,0,0,16.4,20.455,87,12.998,3,31,34,5,1,2011,21,False,True,False,False,True,False,False,False
22,0,0,16.4,20.455,94,15.0013,11,17,28,5,1,2011,22,False,True,False,False,True,False,False,False
23,0,0,18.86,22.725,88,19.9995,15,24,39,5,1,2011,23,False,True,False,False,True,False,False,False
24,0,0,18.86,22.725,88,19.9995,4,13,17,6,1,2011,0,False,True,False,False,True,False,False,False
25,0,0,18.04,21.97,94,16.9979,1,16,17,6,1,2011,1,False,True,False,False,True,False,False,False
26,0,0,17.22,21.21,100,19.0012,1,8,9,6,1,2011,2,False,True,False,False,True,False,False,False
27,0,0,18.86,22.725,94,12.998,2,4,6,6,1,2011,3,False,True,False,False,True,False,False,False
28,0,0,18.86,22.725,94,12.998,2,1,3,6,1,2011,4,False,True,False,False,True,False,False,False
29,0,0,17.22,21.21,77,19.9995,0,2,2,6,1,2011,6,False,False,True,False,True,False,False,False
30,0,0,16.4,20.455,76,12.998,0,1,1,6,1,2011,7,False,True,False,False,True,False,False,False
31,0,0,16.4,20.455,71,15.0013,0,8,8,6,1,2011,8,False,False,True,False,True,False,False,False
32,0,0,15.58,19.695,76,15.0013,1,19,20,6,1,2011,9,False,True,False,False,True,False,False,False
33,0,0,14.76,17.425,81,15.0013,7,46,53,6,1,2011,10,False,True,False,False,True,False,False,False
34,0,0,14.76,16.665,71,16.9979,16,54,70,6,1,2011,11,False,True,False,False,True,False,False,False
35,0,0,14.76,16.665,66,19.9995,20,73,93,6,1,2011,12,False,True,False,False,True,False,False,False
36,0,0,14.76,17.425,66,8.9981,11,64,75,6,1,2011,13,False,True,False,False,True,False,False,False
37,0,0,14.76,17.425,76,12.998,4,55,59,6,1,2011,14,False,False,True,False,True,False,False,False
38,0,0,13.94,16.665,81,11.0014,19,55,74,6,1,2011,15,False,False,True,False,True,False,False,False
39,0,0,13.94,16.665,71,11.0014,9,67,76,6,1,2011,16,False,False,True,False,True,False,False,False
40,0,0,13.94,16.665,57,12.998,7,58,65,6,1,2011,17,True,False,False,False,True,False,False,False
41,0,0,14.76,16.665,46,22.0028,10,43,53,6,1,2011,18,False,True,False,False,True,False,False,False
42,0,0,13.12,14.395,42,30.0026,1,29,30,6,1,2011,19,True,False,False,False,True,False,False,False
43,0,0,12.3,13.635,39,23.9994,5,17,22,6,1,2011,20,True,False,False,False,True,False,False,False
44,0,0,10.66,11.365,44,22.0028,11,20,31,6,1,2011,21,True,False,False,False,True,False,False,False
45,0,0,9.84,10.605,44,19.9995,0,9,9,6,1,2011,22,True,False,False,False,True,False,False,False
46,0,0,9.02,11.365,47,11.0014,0,8,8,6,1,2011,23,True,False,False,False,True,False,False,False
47,0,1,9.02,9.85,44,23.9994,0,5,5,0,1,2011,0,True,False,False,False,True,False,False,False
48,0,1,8.2,8.335,44,27.9993,0,2,2,0,1,2011,1,True,False,False,False,True,False,False,False
49,0,1,6.56,6.82,47,26.0027,0,1,1,0,1,2011,4,True,False,False,False,True,False,False,False
50,0,1,6.56,6.82,47,19.0012,0,3,3,0,1,2011,5,True,False,False,False,True,False,False,False
51,0,1,5.74,5.305,50,26.0027,0,30,30,0,1,2011,6,True,False,False,False,True,False,False,False
52,0,1,5.74,6.82,50,12.998,1,63,64,0,1,2011,7,True,False,False,False,True,False,False,False
53,0,1,5.74,6.06,50,19.0012,1,153,154,0,1,2011,8,True,False,False,False,True,False,False,False
54,0,1,6.56,6.82,43,26.0027,7,81,88,0,1,2011,9,True,False,False,False,True,False,False,False
55,0,1,7.38,8.335,43,16.9979,11,33,44,0,1,2011,10,True,False,False,False,True,False,False,False
56,0,1,8.2,9.09,40,22.0028,10,41,51,0,1,2011,11,True,False,False,False,True,False,False,False
57,0,1,9.02,10.605,35,19.9995,13,48,61,0,1,2011,12,True,False,False,False,True,False,False,False
58,0,1,9.84,10.605,35,19.0012,8,53,61,0,1,2011,13,True,False,False,False,True,False,False,False
59,0,1,10.66,12.12,30,19.0012,11,66,77,0,1,2011,14,True,False,False,False,True,False,False,False
60,0,1,10.66,12.12,30,16.9979,14,58,72,0,1,2011,15,True,False,False,False,True,False,False,False
61,0,1,10.66,12.12,30,16.9979,9,67,76,0,1,2011,16,True,False,False,False,True,False,False,False
62,0,1,9.84,11.365,30,15.0013,11,146,157,0,1,2011,17,True,False,False,False,True,False,False,False
63,0,1,9.84,12.88,32,7.0015,9,148,157,0,1,2011,18,True,False,False,False,True,False,False,False
64,0,1,8.2,12.88,47,0.0,8,102,110,0,1,2011,19,True,False,False,False,True,False,False,False
65,0,1,8.2,11.365,47,7.0015,3,49,52,0,1,2011,20,True,False,False,False,True,False,False,False
66,0,1,7.38,9.85,64,8.9981,3,49,52,0,1,2011,21,True,False,False,False,True,False,False,False
67,0,1,5.74,7.575,69,8.9981,0,20,20,0,1,2011,22,True,False,False,False,True,False,False,False
68,0,1,7.38,10.605,55,7.0015,1,11,12,0,1,2011,23,True,False,False,False,True,False,False,False
69,0,1,6.56,9.09,55,7.0015,0,5,5,1,1,2011,0,True,False,False,False,True,False,False,False
70,0,1,6.56,9.09,59,7.0015,0,2,2,1,1,2011,1,True,False,False,False,True,False,False,False
71,0,1,5.74,7.575,63,8.9981,0,1,1,1,1,2011,2,True,False,False,False,True,False,False,False
72,0,1,5.74,9.09,63,6.0032,0,2,2,1,1,2011,4,True,False,False,False,True,False,False,False
73,0,1,4.92,7.575,68,7.0015,0,4,4,1,1,2011,5,True,False,False,False,True,False,False,False
74,0,1,4.92,7.575,74,7.0015,0,36,36,1,1,2011,6,True,False,False,False,True,False,False,False
75,0,1,4.92,7.575,74,8.9981,2,92,94,1,1,2011,7,True,False,False,False,True,False,False,False
76,0,1,5.74,7.575,69,11.0014,2,177,179,1,1,2011,8,True,False,False,False,True,False,False,False
77,0,1,6.56,7.575,64,15.0013,2,98,100,1,1,2011,9,True,False,False,False,True,False,False,False
78,0,1,6.56,6.82,69,22.0028,5,37,42,1,1,2011,10,False,True,False,False,True,False,False,False
79,0,1,9.02,10.605,51,19.9995,7,50,57,1,1,2011,11,True,False,False,False,True,False,False,False
80,0,1,9.02,11.365,51,11.0014,12,66,78,1,1,2011,12,True,False,False,False,True,False,False,False
81,0,1,9.84,11.365,56,12.998,18,79,97,1,1,2011,13,True,False,False,False,True,False,False,False
82,0,1,10.66,12.88,52,15.0013,9,54,63,1,1,2011,14,True,False,False,False,True,False,False,False
83,0,1,11.48,13.635,52,16.9979,17,48,65,1,1,2011,15,True,False,False,False,True,False,False,False
84,0,1,12.3,14.395,49,16.9979,15,68,83,1,1,2011,16,True,False,False,False,True,False,False,False
85,0,1,11.48,13.635,48,15.0013,10,202,212,1,1,2011,17,True,False,False,False,True,False,False,False
86,0,1,10.66,12.88,48,12.998,3,179,182,1,1,2011,18,True,False,False,False,True,False,False,False
87,0,1,9.84,12.88,48,7.0015,2,110,112,1,1,2011,19,True,False,False,False,True,False,False,False
88,0,1,9.84,12.88,48,7.0015,1,53,54,1,1,2011,20,True,False,False,False,True,False,False,False
89,0,1,9.02,13.635,64,0.0,0,48,48,1,1,2011,21,True,False,False,False,True,False,False,False
90,0,1,9.02,12.88,64,6.0032,1,34,35,1,1,2011,22,True,False,False,False,True,False,False,False
91,0,1,8.2,11.365,69,6.0032,2,9,11,1,1,2011,23,True,False,False,False,True,False,False,False
92,0,1,8.2,12.88,64,0.0,0,6,6,2,1,2011,0,True,False,False,False,True,False,False,False
93,0,1,6.56,9.85,74,6.0032,0,6,6,2,1,2011,1,True,False,False,False,True,False,False,False
94,0,1,6.56,9.85,74,6.0032,0,2,2,2,1,2011,2,True,False,False,False,True,False,False,False
95,0,1,9.84,11.365,48,15.0013,0,2,2,2,1,2011,4,True,False,False,False,True,False,False,False
96,0,1,9.02,11.365,47,11.0014,0,3,3,2,1,2011,5,True,False,False,False,True,False,False,False
97,0,1,8.2,9.85,47,15.0013,0,33,33,2,1,2011,6,True,False,False,False,True,False,False,False
98,0,1,7.38,9.09,43,12.998,1,87,88,2,1,2011,7,True,False,False,False,True,False,False,False
99,0,1,8.2,9.09,40,19.9995,3,192,195,2,1,2011,8,True,False,False,False,True,False,False,False
100,0,1,9.02,9.85,37,22.0028,6,109,115,2,1,2011,9,True,False,False,False,True,False,False,False
101,0,1,9.02,9.85,37,22.0028,4,53,57,2,1,2011,10,True,False,False,False,True,False,False,False
102,0,1,10.66,11.365,33,22.0028,12,34,46,2,1,2011,11,True,False,False,False,True,False,False,False
103,0,1,10.66,11.365,33,22.0028,5,74,79,2,1,2011,12,True,False,False,False,True,False,False,False
104,0,1,11.48,12.88,30,19.9995,6,65,71,2,1,2011,13,True,False,False,False,True,False,False,False
105,0,1,12.3,14.395,28,12.998,10,52,62,2,1,2011,14,True,False,False,False,True,False,False,False
106,0,1,12.3,14.395,28,12.998,7,55,62,2,1,2011,15,True,False,False,False,True,False,False,False
107,0,1,12.3,15.91,28,6.0032,4,85,89,2,1,2011,16,True,False,False,False,True,False,False,False
108,0,1,9.84,11.365,38,12.998,4,186,190,2,1,2011,17,True,False,False,False,True,False,False,False
109,0,1,9.84,12.12,38,8.9981,3,166,169,2,1,2011,18,True,False,False,False,True,False,False,False
110,0,1,9.84,12.88,38,7.0015,5,127,132,2,1,2011,19,True,False,False,False,True,False,False,False
111,0,1,9.02,11.365,47,11.0014,7,82,89,2,1,2011,20,True,False,False,False,True,False,False,False
112,0,1,8.2,9.85,51,12.998,3,40,43,2,1,2011,21,True,False,False,False,True,False,False,False
113,0,1,7.38,9.85,55,8.9981,1,41,42,2,1,2011,22,True,False,False,False,True,False,False,False
114,0,1,8.2,12.88,47,0.0,1,18,19,2,1,2011,23,True,False,False,False,True,False,False,False
115,0,1,7.38,12.12,55,0.0,0,11,11,3,1,2011,0,True,False,False,False,True,False,False,False
116,0,1,6.56,11.365,64,0.0,0,4,4,3,1,2011,1,True,False,False,False,True,False,False,False
117,0,1,6.56,11.365,64,0.0,0,2,2,3,1,2011,2,True,False,False,False,True,False,False,False
118,0,1,6.56,9.85,64,6.0032,0,1,1,3,1,2011,4,False,True,False,False,True,False,False,False
119,0,1,5.74,9.09,69,6.0032,0,4,4,3,1,2011,5,False,True,False,False,True,False,False,False
120,0,1,5.74,8.335,63,7.0015,0,36,36,3,1,2011,6,False,True,False,False,True,False,False,False
121,0,1,6.56,11.365,59,0.0,0,95,95,3,1,2011,7,False,True,False,False,True,False,False,False
122,0,1,6.56,11.365,59,0.0,3,216,219,3,1,2011,8,True,False,False,False,True,False,False,False
123,0,1,7.38,12.12,51,0.0,6,116,122,3,1,2011,9,False,True,False,False,True,False,False,False
124,0,1,8.2,12.88,47,0.0,3,42,45,3,1,2011,10,True,False,False,False,True,False,False,False
125,0,1,9.02,12.88,44,6.0032,2,57,59,3,1,2011,11,True,False,False,False,True,False,False,False
126,0,1,10.66,14.395,35,0.0,6,78,84,3,1,2011,12,True,False,False,False,True,False,False,False
127,0,1,10.66,13.635,35,7.0015,12,55,67,3,1,2011,13,True,False,False,False,True,False,False,False
128,0,1,11.48,13.635,36,11.0014,11,59,70,3,1,2011,14,True,False,False,False,True,False,False,False
129,0,1,11.48,13.635,36,0.0,8,54,62,3,1,2011,15,True,False,False,False,True,False,False,False
130,0,1,10.66,12.88,38,11.0014,12,74,86,3,1,2011,16,True,False,False,False,True,False,False,False
131,0,1,9.02,11.365,51,11.0014,9,163,172,3,1,2011,17,True,False,False,False,True,False,False,False
132,0,1,9.02,11.365,51,8.9981,5,158,163,3,1,2011,18,True,False,False,False,True,False,False,False
133,0,1,9.02,12.88,55,6.0032,3,109,112,3,1,2011,19,True,False,False,False,True,False,False,False
134,0,1,8.2,10.605,51,11.0014,3,66,69,3,1,2011,20,True,False,False,False,True,False,False,False
135,0,1,9.02,10.605,55,15.0013,0,48,48,3,1,2011,21,False,True,False,False,True,False,False,False
136,0,1,9.02,10.605,51,19.0012,1,51,52,3,1,2011,22,False,True,False,False,True,False,False,False
137,0,1,8.2,9.85,59,12.998,4,19,23,3,1,2011,23,False,True,False,False,True,False,False,False
138,0,1,8.2,9.85,64,12.998,4,13,17,4,1,2011,0,False,True,False,False,True,False,False,False
139,0,1,8.2,9.85,69,15.0013,2,5,7,4,1,2011,1,False,True,False,False,True,False,False,False
140,0,1,8.2,9.85,69,15.0013,0,1,1,4,1,2011,2,False,True,False,False,True,False,False,False
141,0,1,8.2,10.605,69,8.9981,0,1,1,4,1,2011,4,False,True,False,False,True,False,False,False
142,0,1,9.02,13.635,55,0.0,0,5,5,4,1,2011,5,False,False,True,False,True,False,False,False
143,0,1,8.2,12.88,69,0.0,8,26,34,4,1,2011,6,False,True,False,False,True,False,False,False
144,0,1,8.2,10.605,69,8.9981,8,76,84,4,1,2011,7,True,False,False,False,True,False,False,False
145,0,1,8.2,9.85,51,16.9979,20,190,210,4,1,2011,8,True,False,False,False,True,False,False,False
146,0,1,8.2,9.09,47,19.9995,9,125,134,4,1,2011,9,True,False,False,False,True,False,False,False
147,0,1,9.02,9.85,37,22.0028,16,47,63,4,1,2011,10,True,False,False,False,True,False,False,False
148,0,1,8.2,9.85,40,15.0013,19,48,67,4,1,2011,11,False,True,False,False,True,False,False,False
149,0,1,8.2,9.85,37,16.9979,9,50,59,4,1,2011,12,False,True,False,False,True,False,False,False
150,0,1,8.2,9.09,37,19.0012,9,64,73,4,1,2011,13,False,True,False,False,True,False,False,False
151,0,1,8.2,9.85,40,16.9979,7,43,50,4,1,2011,14,False,True,False,False,True,False,False,False
152,0,1,8.2,10.605,37,11.0014,9,63,72,4,1,2011,15,False,True,False,False,True,False,False,False
153,0,1,8.2,10.605,37,11.0014,5,82,87,4,1,2011,16,False,True,False,False,True,False,False,False
154,0,1,8.2,12.88,37,0.0,9,178,187,4,1,2011,17,False,True,False,False,True,False,False,False
155,0,1,8.2,11.365,40,6.0032,7,116,123,4,1,2011,18,True,False,False,False,True,False,False,False
156,0,1,6.56,9.85,55,6.0032,3,92,95,4,1,2011,19,True,False,False,False,True,False,False,False
157,0,1,7.38,10.605,47,7.0015,1,50,51,4,1,2011,20,True,False,False,False,True,False,False,False
158,0,1,7.38,9.85,47,8.9981,0,39,39,4,1,2011,21,True,False,False,False,True,False,False,False
159,0,1,7.38,9.85,43,11.0014,2,34,36,4,1,2011,22,False,True,False,False,True,False,False,False
160,0,1,7.38,9.85,51,11.0014,1,14,15,4,1,2011,23,False,True,False,False,True,False,False,False
161,0,0,7.38,9.85,51,11.0014,1,24,25,5,1,2011,0,False,True,False,False,True,False,False,False
162,0,0,7.38,10.605,55,6.0032,1,15,16,5,1,2011,1,False,True,False,False,True,False,False,False
163,0,0,7.38,12.12,55,0.0,3,13,16,5,1,2011,2,False,True,False,False,True,False,False,False
164,0,0,7.38,9.85,55,11.0014,0,7,7,5,1,2011,3,False,False,True,False,True,False,False,False
165,0,0,7.38,9.85,55,11.0014,0,1,1,5,1,2011,4,False,False,True,False,True,False,False,False
166,0,0,6.56,8.335,74,11.0014,0,5,5,5,1,2011,5,False,True,False,False,True,False,False,False
167,0,0,6.56,8.335,74,11.0014,0,2,2,5,1,2011,6,False,True,False,False,True,False,False,False
168,0,0,6.56,9.09,74,7.0015,1,8,9,5,1,2011,7,False,True,False,False,True,False,False,False
169,0,0,6.56,9.09,93,7.0015,0,15,15,5,1,2011,8,False,False,True,False,True,False,False,False
170,0,0,6.56,9.09,93,7.0015,0,20,20,5,1,2011,9,False,False,True,False,True,False,False,False
171,0,0,7.38,9.85,80,11.0014,5,56,61,5,1,2011,10,False,True,False,False,True,False,False,False
172,0,0,8.2,9.09,69,26.0027,2,60,62,5,1,2011,11,False,True,False,False,True,False,False,False
173,0,0,8.2,9.09,59,23.9994,8,90,98,5,1,2011,12,False,True,False,False,True,False,False,False
174,0,0,8.2,9.09,44,22.0028,7,95,102,5,1,2011,13,True,False,False,False,True,False,False,False
175,0,0,8.2,8.335,32,32.9975,12,83,95,5,1,2011,14,True,False,False,False,True,False,False,False
176,0,0,8.2,8.335,32,30.0026,5,69,74,5,1,2011,15,True,False,False,False,True,False,False,False
177,0,0,7.38,6.82,29,30.0026,8,68,76,5,1,2011,16,True,False,False,False,True,False,False,False
178,0,0,6.56,6.06,37,36.9974,5,64,69,5,1,2011,17,True,False,False,False,True,False,False,False
179,0,0,5.74,6.06,39,19.9995,3,52,55,5,1,2011,18,True,False,False,False,True,False,False,False
180,0,0,5.74,6.06,36,16.9979,4,26,30,5,1,2011,19,True,False,False,False,True,False,False,False
181,0,0,4.92,6.06,36,16.9979,0,28,28,5,1,2011,20,True,False,False,False,True,False,False,False
182,0,0,4.92,5.305,39,23.9994,2,35,37,5,1,2011,21,True,False,False,False,True,False,False,False
183,0,0,4.92,5.305,36,26.0027,1,33,34,5,1,2011,22,True,False,False,False,True,False,False,False
184,0,0,4.1,3.03,39,30.0026,0,22,22,5,1,2011,23,True,False,False,False,True,False,False,False
185,0,0,4.1,3.79,42,26.0027,1,24,25,6,1,2011,0,True,False,False,False,True,False,False,False
186,0,0,4.1,3.03,42,31.0009,0,12,12,6,1,2011,1,True,False,False,False,True,False,False,False
187,0,0,4.1,3.03,46,31.0009,0,11,11,6,1,2011,2,True,False,False,False,True,False,False,False
188,0,0,4.1,3.79,46,27.9993,0,4,4,6,1,2011,3,True,False,False,False,True,False,False,False
189,0,0,3.28,4.545,53,12.998,0,1,1,6,1,2011,4,True,False,False,False,True,False,False,False
190,0,0,3.28,4.545,53,12.998,0,1,1,6,1,2011,5,True,False,False,False,True,False,False,False
191,0,0,4.1,4.545,49,19.0012,0,1,1,6,1,2011,6,True,False,False,False,True,False,False,False
192,0,0,3.28,4.545,53,12.998,1,5,6,6,1,2011,7,True,False,False,False,True,False,False,False
193,0,0,4.1,4.545,49,19.0012,0,10,10,6,1,2011,8,True,False,False,False,True,False,False,False
194,0,0,4.92,3.79,46,35.0008,0,19,19,6,1,2011,9,True,False,False,False,True,False,False,False
195,0,0,5.74,5.305,43,26.0027,0,49,49,6,1,2011,10,True,False,False,False,True,False,False,False
196,0,0,6.56,6.06,40,35.0008,2,47,49,6,1,2011,11,True,False,False,False,True,False,False,False
197,0,0,7.38,6.82,37,30.0026,4,79,83,6,1,2011,12,True,False,False,False,True,False,False,False
198,0,0,8.2,8.335,34,30.0026,6,69,75,6,1,2011,13,True,False,False,False,True,False,False,False
199,0,0,9.02,9.09,32,31.0009,8,64,72,6,1,2011,14,True,False,False,False,True,False,False,False
200,0,0,9.02,9.85,35,23.9994,5,77,82,6,1,2011,15,True,False,False,False,True,False,False,False
201,0,0,8.2,8.335,34,30.0026,13,79,92,6,1,2011,16,True,False,False,False,True,False,False,False
202,0,0,7.38,7.575,37,26.0027,3,59,62,6,1,2011,17,True,False,False,False,True,False,False,False
203,0,0,6.56,6.82,40,22.0028,4,44,48,6,1,2011,18,True,False,False,False,True,False,False,False
204,0,0,6.56,6.82,43,22.0028,1,40,41,6,1,2011,19,True,False,False,False,True,False,False,False
205,0,0,5.74,6.06,46,16.9979,0,38,38,6,1,2011,20,True,False,False,False,True,False,False,False
206,0,0,5.74,5.305,46,27.9993,1,19,20,6,1,2011,21,True,False,False,False,True,False,False,False
207,0,0,5.74,6.06,46,19.9995,5,10,15,6,1,2011,22,True,False,False,False,True,False,False,False
208,0,0,4.92,6.82,50,12.998,0,6,6,6,1,2011,23,True,False,False,False,True,False,False,False
209,0,1,4.92,6.06,50,19.0012,2,3,5,0,1,2011,0,True,False,False,False,True,False,False,False
210,0,1,4.92,6.06,50,19.0012,1,0,1,0,1,2011,1,True,False,False,False,True,False,False,False
211,0,1,4.92,6.06,50,15.0013,0,3,3,0,1,2011,2,True,False,False,False,True,False,False,False
212,0,1,4.92,6.06,50,15.0013,0,1,1,0,1,2011,3,True,False,False,False,True,False,False,False
213,0,1,4.1,6.06,54,8.9981,1,2,3,0,1,2011,4,True,False,False,False,True,False,False,False
214,0,1,4.1,5.305,54,16.9979,0,3,3,0,1,2011,5,True,False,False,False,True,False,False,False
215,0,1,4.92,6.06,50,19.0012,0,31,31,0,1,2011,6,True,False,False,False,True,False,False,False
216,0,1,4.92,6.06,50,15.0013,2,75,77,0,1,2011,7,True,False,False,False,True,False,False,False
217,0,1,4.92,6.06,50,19.0012,4,184,188,0,1,2011,8,False,True,False,False,True,False,False,False
218,0,1,5.74,6.06,50,16.9979,2,92,94,0,1,2011,9,False,True,False,False,True,False,False,False
219,0,1,5.74,6.06,50,19.9995,0,31,31,0,1,2011,10,False,True,False,False,True,False,False,False
220,0,1,6.56,6.82,47,19.0012,2,28,30,0,1,2011,11,False,True,False,False,True,False,False,False
221,0,1,8.2,9.09,40,19.0012,5,47,52,0,1,2011,12,False,True,False,False,True,False,False,False
222,0,1,8.2,9.09,40,19.0012,4,50,54,0,1,2011,13,False,True,False,False,True,False,False,False
223,0,1,8.2,9.85,40,15.0013,0,47,47,0,1,2011,14,False,True,False,False,True,False,False,False
224,0,1,8.2,9.85,40,15.0013,2,43,45,0,1,2011,15,False,True,False,False,True,False,False,False
225,0,1,8.2,10.605,40,8.9981,4,70,74,0,1,2011,16,True,False,False,False,True,False,False,False
226,0,1,8.2,11.365,40,7.0015,4,174,178,0,1,2011,17,True,False,False,False,True,False,False,False
227,0,1,8.2,9.85,40,15.0013,1,154,155,0,1,2011,18,True,False,False,False,True,False,False,False
228,0,1,6.56,8.335,47,11.0014,3,92,95,0,1,2011,19,True,False,False,False,True,False,False,False
229,0,1,6.56,8.335,50,11.0014,1,73,74,0,1,2011,20,True,False,False,False,True,False,False,False
230,0,1,5.74,6.82,59,12.998,1,37,38,0,1,2011,21,True,False,False,False,True,False,False,False
231,0,1,5.74,7.575,59,11.0014,2,22,24,0,1,2011,22,True,False,False,False,True,False,False,False
232,0,1,5.74,7.575,59,11.0014,0,18,18,0,1,2011,23,True,False,False,False,True,False,False,False
233,0,1,5.74,8.335,59,7.0015,2,10,12,1,1,2011,0,True,False,False,False,True,False,False,False
234,0,1,5.74,7.575,59,11.0014,0,3,3,1,1,2011,1,True,False,False,False,True,False,False,False
235,0,1,6.56,7.575,55,12.998,0,3,3,1,1,2011,2,False,True,False,False,True,False,False,False
236,0,1,6.56,9.09,55,8.9981,0,6,6,1,1,2011,5,False,True,False,False,True,False,False,False
237,0,1,6.56,9.09,55,8.9981,0,27,27,1,1,2011,6,False,True,False,False,True,False,False,False
238,0,1,6.56,11.365,55,0.0,2,97,99,1,1,2011,7,False,True,False,False,True,False,False,False
239,0,1,7.38,10.605,51,6.0032,3,214,217,1,1,2011,8,False,True,False,False,True,False,False,False
240,0,1,7.38,9.85,51,11.0014,3,127,130,1,1,2011,9,False,True,False,False,True,False,False,False
241,0,1,8.2,10.605,51,11.0014,3,51,54,1,1,2011,10,False,True,False,False,True,False,False,False
242,0,1,8.2,10.605,47,8.9981,4,31,35,1,1,2011,11,False,True,False,False,True,False,False,False
243,0,1,8.2,11.365,51,7.0015,2,55,57,1,1,2011,12,False,True,False,False,True,False,False,False
244,0,1,8.2,11.365,59,6.0032,6,46,52,1,1,2011,13,False,True,False,False,True,False,False,False
245,0,1,8.2,11.365,59,6.0032,3,60,63,1,1,2011,14,False,True,False,False,True,False,False,False
246,0,1,6.56,9.85,80,6.0032,2,45,47,1,1,2011,15,False,True,False,False,True,False,False,False
247,0,1,6.56,7.575,86,15.0013,4,72,76,1,1,2011,16,False,True,False,False,True,False,False,False
248,0,1,6.56,7.575,86,15.0013,6,130,136,1,1,2011,17,False,True,False,False,True,False,False,False
249,0,1,6.56,9.09,93,7.0015,1,94,95,1,1,2011,18,False,False,True,False,True,False,False,False
250,0,1,6.56,11.365,93,0.0,0,51,51,1,1,2011,19,False,False,True,False,True,False,False,False
251,0,1,6.56,7.575,93,12.998,0,32,32,1,1,2011,20,False,False,True,False,True,False,False,False
252,0,1,6.56,9.85,86,6.0032,0,20,20,1,1,2011,21,False,False,True,False,True,False,False,False
253,0,1,6.56,9.09,93,7.0015,1,28,29,1,1,2011,22,False,False,True,False,True,False,False,False
254,0,1,6.56,9.85,93,6.0032,1,18,19,1,1,2011,23,False,False,True,False,True,False,False,False
255,0,1,6.56,9.85,86,6.0032,0,7,7,2,1,2011,0,False,True,False,False,True,False,False,False
256,0,1,6.56,9.09,86,7.0015,0,6,6,2,1,2011,1,False,True,False,False,True,False,False,False
257,0,1,5.74,7.575,86,8.9981,0,1,1,2,1,2011,2,True,False,False,False,True,False,False,False
258,0,1,5.74,7.575,86,11.0014,0,5,5,2,1,2011,5,True,False,False,False,True,False,False,False
259,0,1,4.92,7.575,93,8.9981,0,16,16,2,1,2011,6,True,False,False,False,True,False,False,False
260,0,1,5.74,7.575,69,8.9981,0,54,54,2,1,2011,7,True,False,False,False,True,False,False,False
261,0,1,6.56,8.335,59,11.0014,3,125,128,2,1,2011,8,True,False,False,False,True,False,False,False
262,0,1,6.56,6.82,59,22.0028,3,78,81,2,1,2011,9,True,False,False,False,True,False,False,False
263,0,1,7.38,9.09,55,15.0013,0,39,39,2,1,2011,10,True,False,False,False,True,False,False,False
264,0,1,8.2,9.09,51,26.0027,3,32,35,2,1,2011,11,True,False,False,False,True,False,False,False
265,0,1,8.2,7.575,47,39.0007,3,52,55,2,1,2011,12,True,False,False,False,True,False,False,False
266,0,1,9.02,9.85,44,23.9994,0,49,49,2,1,2011,13,True,False,False,False,True,False,False,False
